clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 梅 wrote, 'Everyone A Loser…. | Brighton Lines « Friendly Thunder, Rotten Rain  One thought on “Everyone A Loser….” But many whom I know have not Posted by Louis | June 23, 2016, 4:31 pm'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 裴 wrote, 'Everyone A Loser…. | Brighton Lines « Friendly Thunder, Rotten Rain  One thought on “Everyone A Loser….” But many whom I know have not Posted by Louis | June 23, 2016, 4:31 pm'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Petrauskienė wrote, 'if a lesbian sleeps with a lot of women is she a pimp or a slut?  604 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" क्षेत्री wrote, 'if a lesbian sleeps with a lot of women is she a pimp or a slut?  604 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Herath wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" साह wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Tjin wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 黃 wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Moser wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Lata wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jayasinghe wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" van Dijk wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Moser wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Olsson wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jankauskas wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Janssens wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jankauskas wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Георгиев wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Öztürk wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" לוי wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 崔 wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Virtanen wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Keller wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 陳 wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Pereira wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" मगर wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Novotný wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" לוי wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Yıldız wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" חן wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" דהן wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" क्षेत्री wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Георгиев wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Георгиева wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 崔 wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jönsson wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Wiśniewski wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" ឆាយ wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mac Gabhann wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Dissanayake wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 崔 wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Иванова wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 杜 wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 鄧 wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 段 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" साह wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Ciobanu wrote, 'if a lesbian sleeps with a lot of women is she a pimp or a slut?  604 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" तामाङ wrote, 'if a lesbian sleeps with a lot of women is she a pimp or a slut?  604 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Казлоў wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 蘇 wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mac Gabhann wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Vasiliauskas wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Козлов wrote, 'Description: Luxury Amore likes feeling Victor’s white cock against her chocolate skin. The ebony BBW pounds his big dick, while Victor fucks her huge tits hard.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" देवी wrote, 'Description: Luxury Amore likes feeling Victor’s white cock against her chocolate skin. The ebony BBW pounds his big dick, while Victor fucks her huge tits hard.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Wiśniewski wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Ó Murchú wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Vujović wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" तामाङ wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Santos wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Nielsen wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Çelik wrote, 'Description: Luxury Amore likes feeling Victor’s white cock against her chocolate skin. The ebony BBW pounds his big dick, while Victor fucks her huge tits hard.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" मगर wrote, 'Description: Luxury Amore likes feeling Victor’s white cock against her chocolate skin. The ebony BBW pounds his big dick, while Victor fucks her huge tits hard.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" גבאי wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Sepúlveda wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Rojas wrote, 'why is anne frank diary so important to her what are nazi coins | what are concentration camps used for today what is the concentration camp near munich'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Kaur wrote, 'why is anne frank diary so important to her what are nazi coins | what are concentration camps used for today what is the concentration camp near munich'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jankauskas wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" गुरुङ wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Kumara wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Sousa wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Melnyk wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" पटेल wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Almeida wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" कुमार wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Lal wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Singh wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Казлоў wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 謝 wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Novotný wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" सिंह wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 刘 wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Russo wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" דהן wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" אוחנה wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 刘 wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Singh wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jankauskas wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mäkelä wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mac Gabhann wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" כץ wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" थापा wrote, 'in all categories where the query is *	and	the has_no_known_copyright is true	and	the location is states	and	the depth is 100-500.	The results are sorted in descending order by width.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Breathnach wrote, 'in all categories where the query is *	and	the has_no_known_copyright is true	and	the location is states	and	the depth is 100-500.	The results are sorted in descending order by width.'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 王 wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Khan wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Петровић wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" नेपाली wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Calderón wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jansen wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Nielsen wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 李 wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Keller wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 黄 wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Horvat wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" शाह wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jankauskas wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" तामाङ wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Rivas wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Aslan wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 윤 wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Smith wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Vella wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" साह wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Lal wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Müller wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
